Image,Ground-truth,Predicted-Lymphocyte_y
img_14872,0,0
img_14873,0,0
img_14874,0,0
img_14875,2,2
img_14876,1,0
img_14877,0,0
img_14878,2,2
img_14879,1,1
img_14880,3,1
img_14881,2,2
img_14882,2,3
img_14883,2,1
img_14884,2,2
img_14885,0,0
img_14886,6,2
img_14887,3,3
img_14888,1,0
img_14889,2,2
img_14890,1,1
img_14891,7,7
img_14892,1,1
img_14893,1,1
img_14894,1,2
img_14895,6,7
img_14896,1,1
img_14897,0,0
img_14898,0,0
img_14899,2,0
img_14900,5,3
img_14901,8,3
img_14902,1,3
img_14903,2,1
img_14904,1,0
img_14905,1,2
img_14906,6,8
img_14907,5,1
img_14908,3,2
img_14909,0,0
img_14910,4,3
img_14911,0,0
img_14912,4,6
img_14913,1,2
img_14914,3,1
img_14915,12,5
img_14916,0,0
img_14917,3,1
img_14918,7,8
img_14919,1,2
img_14920,2,2
img_14921,1,1
img_14922,1,0
img_14923,2,1
img_14924,4,2
img_14925,1,2
img_14926,1,0
img_14927,1,0
img_14928,0,0
img_14929,0,0
img_14930,1,1
img_14931,0,0
img_14932,1,1
img_14933,1,0
img_14934,0,0
img_14935,1,0
img_14936,1,0
img_14937,7,4
img_14938,1,1
img_14939,1,0
img_14940,2,0
img_14941,1,1
img_14942,1,1
img_14943,1,1
img_14944,0,0
img_14945,9,8
img_14946,4,3
img_14947,4,3
img_14948,1,0
img_14949,0,0
img_14950,30,15
img_14951,5,2
img_14952,4,6
img_14953,2,1
img_14954,4,3
img_14955,1,1
img_14956,1,2
img_14957,0,0
img_14958,5,7
img_14959,0,0
img_14960,0,0
img_14961,1,2
img_14962,1,1
img_14963,0,0
img_14964,1,2
img_14965,2,2
img_14966,2,3
img_14967,0,0
img_14968,1,0
img_14969,1,1
img_14970,1,0
img_14971,0,0
img_14972,3,2
img_14973,1,0
img_14974,1,0
img_14975,0,0
img_14976,7,15
img_14977,2,0
img_14978,2,3
img_14979,2,1
img_14980,1,0
img_14981,1,1
img_14982,12,17
img_14983,5,5
img_14984,2,2
img_14985,1,0
img_14986,1,0
img_14987,0,0
img_14988,6,4
img_14989,0,5
img_14990,10,11
img_14991,1,0
img_14992,3,1
img_14993,0,0
img_14994,7,0
img_14995,6,9
img_14996,0,0
img_14997,1,0
img_14998,0,0
img_14999,1,1
img_15000,2,0
img_15001,0,1
img_15002,1,1
img_15003,7,7
img_15004,6,11
img_15005,8,6
img_15006,2,1
img_15007,9,8
img_15008,4,2
img_15009,2,2
img_15010,1,2
img_15011,0,0
img_15012,0,0
img_15013,0,0
img_15014,3,2
img_15015,5,2
img_15016,2,2
img_15017,9,15
img_15018,2,2
img_15019,8,8
img_15020,0,1
img_15021,1,2
img_15022,0,0
img_15023,1,2
img_15024,0,0
img_15025,3,3
img_15026,2,2
img_15027,5,4
img_15028,1,2
img_15029,2,1
img_15030,0,1
img_15031,4,2
img_15032,12,9
img_15033,1,0
img_15034,0,0
img_15035,2,1
img_15036,1,2
img_15037,0,0
img_15038,1,0
img_15039,5,5
img_15040,2,0
img_15041,5,2
img_15042,6,1
img_15043,9,6
img_15044,5,4
img_15045,2,3
img_15046,3,4
img_15047,1,1
img_15048,19,15
img_15049,1,1
img_15050,6,4
img_15051,10,3
img_15052,0,2
img_15053,0,0
img_15054,4,3
img_15055,4,5
img_15056,4,3
img_15057,0,0
img_15058,1,2
img_15059,1,1
img_15060,3,3
img_15061,24,30
img_15062,1,1
img_15063,1,0
img_15064,7,14
img_15065,1,1
img_15066,2,0
img_15067,4,5
img_15068,0,1
img_15069,1,0
img_15070,0,1
img_15071,0,0
img_15072,0,0
img_15073,0,0
img_15074,1,0
img_15075,2,4
img_15076,1,1
img_15077,3,3
img_15078,0,0
img_15079,1,1
img_15080,3,1
img_15081,1,1
img_15082,1,3
img_15083,2,5
img_15084,5,4
img_15085,3,5
img_15086,6,1
img_15087,6,6
img_15088,0,0
img_15089,0,1
img_15090,1,1
img_15091,1,2
img_15092,10,8
img_15093,34,11
img_15094,1,1
img_15095,1,1
img_15096,0,0
img_15097,1,1
img_15098,0,1
img_15099,11,10
img_15100,5,5
img_15101,3,2
img_15102,0,0
img_15103,6,6
img_15104,2,0
img_15105,3,0
img_15106,1,0
img_15107,5,8
img_15108,3,5
img_15109,7,12
img_15110,2,0
img_15111,1,0
img_15112,1,0
img_15113,0,0
img_15114,2,2
img_15115,2,4
img_15116,3,6
img_15117,10,4
img_15118,2,2
img_15119,2,0
img_15120,7,7
img_15121,2,7
img_15122,0,0
img_15123,1,0
img_15124,11,6
img_15125,1,1
img_15126,0,0
img_15127,4,4
img_15128,0,0
img_15129,0,0
img_15130,3,3
img_15131,1,1
img_15132,0,0
img_15133,2,1
img_15134,1,1
img_15135,0,0
img_15136,0,0
img_15137,12,23
img_15138,1,0
img_15139,0,0
img_15140,4,7
img_15141,0,0
img_15142,0,0
img_15143,8,7
img_15144,22,13
img_15145,3,1
img_15146,0,0
img_15147,0,0
img_15148,1,0
img_15149,1,1
img_15150,3,1
img_15151,1,0
img_15152,1,0
img_15153,4,2
img_15154,2,4
img_15155,7,7
img_15156,2,2
img_15157,2,1
img_15158,1,0
img_15159,2,1
img_15160,1,1
img_15161,5,4
img_15162,1,1
img_15163,12,15
img_15164,4,2
img_15165,2,2
img_15166,3,3
img_15167,0,2
img_15168,4,4
img_15169,0,0
img_15170,1,1
img_15171,1,1
img_15172,1,1
img_15173,0,0
img_15174,17,19
img_15175,2,2
img_15176,0,0
img_15177,1,1
img_15178,1,2
img_15179,2,1
img_15180,2,1
img_15181,5,9
img_15182,9,14
img_15183,2,0
img_15184,1,1
img_15185,0,2
img_15186,6,7
img_15187,0,0
img_15188,0,0
img_15189,2,0
img_15190,1,1
img_15191,16,9
img_15192,0,0
img_15193,0,0
img_15194,3,1
img_15195,1,4
img_15196,7,11
img_15197,0,0
img_15198,2,2
img_15199,2,2
img_15200,0,0
img_15201,1,1
img_15202,6,15
img_15203,6,9
img_15204,1,1
img_15205,15,1
img_15206,4,1
img_15207,2,1
img_15208,1,2
img_15209,3,5
img_15210,0,0
img_15211,2,3
img_15212,2,1
img_15213,1,0
img_15214,1,1
img_15215,0,0
img_15216,2,3
img_15217,1,3
img_15218,27,26
img_15219,0,0
img_15220,2,1
img_15221,1,2
img_15222,1,0
img_15223,0,0
img_15224,2,2
img_15225,12,3
img_15226,0,0
img_15227,1,2
img_15228,0,0
img_15229,1,1
img_15230,0,0
img_15231,1,2
img_15232,1,1
img_15233,2,3
img_15234,1,1
img_15235,2,0
img_15236,0,0
img_15237,1,0
img_15238,4,5
img_15239,1,1
img_15240,3,3
img_15241,4,4
img_15242,3,3
img_15243,0,0
img_15244,1,0
img_15245,1,0
img_15246,0,0
img_15247,1,1
img_15248,6,9
img_15249,0,0
img_15250,0,0
img_15251,2,0
img_15252,3,1
img_15253,0,0
img_15254,6,14
img_15255,1,2
img_15256,1,0
img_15257,1,0
img_15258,4,4
img_15259,1,2
img_15260,7,5
img_15261,2,3
img_15262,3,5
img_15263,0,0
img_15264,5,5
img_15265,2,3
img_15266,1,2
img_15267,2,2
img_15268,3,2
img_15269,0,0
img_15270,15,15
img_15271,0,0
img_15272,1,1
img_15273,0,0
img_15274,1,0
img_15275,1,1
img_15276,3,3
img_15277,1,1
img_15278,1,1
img_15279,14,13
img_15280,1,0
img_15281,59,6
img_15282,1,1
img_15283,0,0
img_15284,1,0
img_15285,2,2
img_15286,1,1
img_15287,2,1
img_15288,4,3
img_15289,0,0
img_15290,9,20
img_15291,1,2
img_15292,0,0
img_15293,0,0
img_15294,4,7
img_15295,2,3
img_15296,5,0
img_15297,4,2
img_15298,0,0
img_15299,1,0
img_15300,6,7
img_15301,0,0
img_15302,2,2
img_15303,0,0
img_15304,0,0
img_15305,14,12
img_15306,2,3
img_15307,1,3
img_15308,2,2
img_15309,1,1
img_15310,1,0
img_15311,0,0
img_15312,0,0
img_15313,1,1
img_15314,2,1
img_15315,3,2
img_15316,1,3
img_15317,1,0
img_15318,0,0
img_15319,2,7
img_15320,0,0
img_15321,5,3
img_15322,5,2
img_15323,1,0
img_15324,2,2
img_15325,5,4
img_15326,9,7
img_15327,3,2
img_15328,4,2
img_15329,4,5
img_15330,1,1
img_15331,3,2
img_15332,2,2
img_15333,7,0
img_15334,15,10
img_15335,9,13
img_15336,8,5
img_15337,1,1
img_15338,1,0
img_15339,1,4
img_15340,7,6
img_15341,10,10
img_15342,0,0
img_15343,0,0
img_15344,3,5
img_15345,2,1
img_15346,6,2
img_15347,1,0
img_15348,1,0
img_15349,1,1
img_15350,1,0
img_15351,6,7
img_15352,2,1
img_15353,3,1
img_15354,1,1
img_15355,1,1
img_15356,2,6
img_15357,1,1
img_15358,7,10
img_15359,2,0
img_15360,0,0
img_15361,11,7
img_15362,2,4
img_15363,0,0
img_15364,0,0
img_15365,12,9
img_15366,1,0
img_15367,0,0
img_15368,2,3
img_15369,1,1
img_15370,8,11
img_15371,1,1
img_15372,1,3
img_15373,5,14
img_15374,2,2
img_15375,6,7
img_15376,2,2
img_15377,1,3
img_15378,21,25
img_15379,1,0
img_15380,6,4
img_15381,1,1
img_15382,1,1
img_15383,1,0
img_15384,3,0
img_15385,2,1
img_15386,0,0
img_15387,1,1
img_15388,5,5
img_15389,6,8
img_15390,0,0
img_15391,0,0
img_15392,0,0
img_15393,1,1
img_15394,3,3
img_15395,0,0
img_15396,1,0
img_15397,4,6
img_15398,1,0
img_15399,3,4
img_15400,10,11
img_15401,2,1
img_15402,2,1
img_15403,2,2
img_15404,2,1
img_15405,7,3
img_15406,7,7
img_15407,0,0
img_15408,12,13
img_15409,1,1
img_15410,1,2
img_15411,9,8
img_15412,0,0
img_15413,1,0
img_15414,3,3
img_15415,1,1
img_15416,0,0
img_15417,0,2
img_15418,9,8
img_15419,2,0
img_15420,1,1
img_15421,1,0
img_15422,0,1
img_15423,2,1
img_15424,4,2
img_15425,4,4
img_15426,8,10
img_15427,2,2
img_15428,2,2
img_15429,3,2
img_15430,0,0
img_15431,2,3
img_15432,0,0
img_15433,3,2
img_15434,0,1
img_15435,0,0
img_15436,12,11
img_15437,0,0
img_15438,18,8
img_15439,2,0
img_15440,0,0
img_15441,2,3
img_15442,5,4
img_15443,3,3
img_15444,1,1
img_15445,1,1
img_15446,0,0
img_15447,0,0
img_15448,0,0
img_15449,1,2
img_15450,1,2
img_15451,0,4
img_15452,2,4
img_15453,0,0
img_15454,0,0
img_15455,4,5
img_15456,2,3
img_15457,1,2
img_15458,16,8
img_15459,0,0
img_15460,0,0
img_15461,23,8
img_15462,2,1
img_15463,0,0
img_15464,0,0
img_15465,0,0
img_15466,1,1
img_15467,9,9
img_15468,2,3
img_15469,2,1
img_15470,1,0
img_15471,1,2
img_15472,2,0
img_15473,1,1
img_15474,1,0
img_15475,10,3
img_15476,1,3
img_15477,0,0
img_15478,6,2
img_15479,2,3
img_15480,3,6
img_15481,6,4
img_15482,0,2
img_15483,0,1
img_15484,1,1
img_15485,2,1
img_15486,0,1
img_15487,1,0
img_15488,8,3
img_15489,1,1
img_15490,0,0
img_15491,1,0
img_15492,0,0
img_15493,3,1
img_15494,6,5
img_15495,0,0
img_15496,12,6
img_15497,2,5
img_15498,1,4
img_15499,3,3
img_15500,9,10
img_15501,0,0
img_15502,4,4
img_15503,0,0
img_15504,1,1
img_15505,1,0
img_15506,7,7
img_15507,1,1
img_15508,1,1
img_15509,0,0
img_15510,0,7
img_15511,1,3
img_15512,3,1
img_15513,0,0
img_15514,1,0
img_15515,2,0
img_15516,2,2
img_15517,5,6
img_15518,0,0
img_15519,3,2
img_15520,0,0
img_15521,5,5
img_15522,9,9
img_15523,1,1
img_15524,1,1
img_15525,1,1
img_15526,5,8
img_15527,4,5
img_15528,1,0
img_15529,3,3
img_15530,3,4
img_15531,0,0
img_15532,18,18
img_15533,1,0
img_15534,1,2
img_15535,2,2
img_15536,2,1
img_15537,3,7
img_15538,2,1
img_15539,1,0
img_15540,2,2
img_15541,0,0
img_15542,1,1
img_15543,2,1
img_15544,5,3
img_15545,6,11
img_15546,7,7
img_15547,2,0
img_15548,4,5
img_15549,1,1
img_15550,1,2
img_15551,3,0
img_15552,0,0
img_15553,1,1
img_15554,17,19
img_15555,4,5
img_15556,1,1
img_15557,2,4
img_15558,9,8
img_15559,1,1
img_15560,1,0
img_15561,4,0
img_15562,3,4
img_15563,1,0
img_15564,8,9
img_15565,14,22
img_15566,1,3
img_15567,0,0
img_15568,31,33
img_15569,1,1
img_15570,23,32
img_15571,0,0
img_15572,0,0
img_15573,9,13
img_15574,1,1
img_15575,1,0
img_15576,1,1
img_15577,1,1
img_15578,4,5
img_15579,1,0
img_15580,1,1
img_15581,1,0
img_15582,11,10
img_15583,1,0
img_15584,3,3
img_15585,11,8
img_15586,3,5
img_15587,1,1
img_15588,1,2
img_15589,2,2
img_15590,0,0
img_15591,1,0
img_15592,27,20
img_15593,0,1
img_15594,1,0
img_15595,1,1
img_15596,2,1
img_15597,0,0
img_15598,0,0
img_15599,0,0
img_15600,3,3
img_15601,0,0
img_15602,2,1
img_15603,1,0
img_15604,4,6
img_15605,1,1
img_15606,4,2
img_15607,6,8
img_15608,2,0
img_15609,3,4
img_15610,2,2
img_15611,0,0
img_15612,1,0
img_15613,1,0
img_15614,1,2
img_15615,0,0
img_15616,1,1
img_15617,3,0
img_15618,2,0
img_15619,0,0
img_15620,1,0
img_15621,1,0
img_15622,1,1
img_15623,0,0
img_15624,1,1
img_15625,2,6
img_15626,1,0
img_15627,0,0
img_15628,4,3
img_15629,1,0
img_15630,0,1
img_15631,2,2
img_15632,1,0
img_15633,3,2
img_15634,3,3
img_15635,1,1
img_15636,1,0
img_15637,4,0
img_15638,4,4
img_15639,3,3
img_15640,3,0
img_15641,7,9
img_15642,2,3
img_15643,12,11
img_15644,2,1
img_15645,1,1
img_15646,3,2
img_15647,1,1
img_15648,0,0
img_15649,0,0
img_15650,1,0
img_15651,1,1
img_15652,1,1
img_15653,1,3
img_15654,2,3
img_15655,6,10
img_15656,2,2
img_15657,5,5
img_15658,0,3
img_15659,1,1
img_15660,3,2
img_15661,11,13
img_15662,19,19
img_15663,0,0
img_15664,0,0
img_15665,0,0
img_15666,5,7
img_15667,1,0
img_15668,3,2
img_15669,1,1
img_15670,6,3
img_15671,1,1
img_15672,1,0
img_15673,7,6
img_15674,1,0
img_15675,1,1
img_15676,1,0
img_15677,0,1
img_15678,0,0
img_15679,0,0
img_15680,9,8
img_15681,1,0
img_15682,7,5
img_15683,1,3
img_15684,1,3
img_15685,3,2
img_15686,0,1
img_15687,2,1
img_15688,0,0
img_15689,0,1
img_15690,1,4
img_15691,2,4
img_15692,1,0
img_15693,0,0
img_15694,0,0
img_15695,3,5
img_15696,7,2
img_15697,2,3
img_15698,1,2
img_15699,0,0
img_15700,5,5
img_15701,0,0
img_15702,3,2
img_15703,5,7
img_15704,0,0
img_15705,1,1
img_15706,1,1
img_15707,1,0
img_15708,2,2
img_15709,1,0
img_15710,1,0
img_15711,1,1
img_15712,1,0
img_15713,2,2
img_15714,1,1
img_15715,2,3
img_15716,14,3
img_15717,6,8
img_15718,1,0
img_15719,0,0
img_15720,1,0
img_15721,2,2
img_15722,1,0
img_15723,4,2
img_15724,0,0
img_15725,1,0
img_15726,0,0
img_15727,2,4
img_15728,2,1
img_15729,0,0
img_15730,1,1
img_15731,1,0
img_15732,0,0
img_15733,1,2
img_15734,0,0
img_15735,0,1
img_15736,0,0
img_15737,7,2
img_15738,1,1
img_15739,1,1
img_15740,19,19
img_15741,3,1
img_15742,5,7
img_15743,1,0
img_15744,1,2
img_15745,0,1
img_15746,1,0
img_15747,4,2
img_15748,4,0
img_15749,1,5
img_15750,1,0
img_15751,0,0
img_15752,1,1
img_15753,2,4
img_15754,1,2
img_15755,4,0
img_15756,4,0
img_15757,5,6
img_15758,6,7
img_15759,1,1
img_15760,4,2
img_15761,2,0
img_15762,4,0
img_15763,0,0
img_15764,4,10
img_15765,4,8
img_15766,3,3
img_15767,0,0
img_15768,0,0
img_15769,2,7
img_15770,6,6
img_15771,1,1
img_15772,1,1
img_15773,1,1
img_15774,8,6
img_15775,10,9
img_15776,1,1
img_15777,2,4
img_15778,0,0
img_15779,2,2
img_15780,0,0
img_15781,5,5
img_15782,6,4
img_15783,5,4
img_15784,7,2
img_15785,3,1
img_15786,3,1
img_15787,2,7
img_15788,4,4
img_15789,15,9
img_15790,7,1
img_15791,3,8
img_15792,3,3
img_15793,20,9
img_15794,0,0
img_15795,0,0
img_15796,0,0
img_15797,2,3
img_15798,10,7
img_15799,2,4
img_15800,2,1
img_15801,3,7
img_15802,1,2
img_15803,3,0
img_15804,0,0
img_15805,2,1
img_15806,1,1
img_15807,1,1
img_15808,1,0
img_15809,3,0
img_15810,1,1
img_15811,1,0
img_15812,5,6
img_15813,2,1
img_15814,1,1
img_15815,2,3
img_15816,2,1
img_15817,26,30
img_15818,1,1
img_15819,0,2
img_15820,0,0
img_15821,1,1
img_15822,0,0
img_15823,1,0
img_15824,2,0
img_15825,0,1
img_15826,1,1
img_15827,0,0
img_15828,1,0
img_15829,6,4
img_15830,0,0
img_15831,1,2
img_15832,1,1
img_15833,7,8
img_15834,3,3
img_15835,1,1
img_15836,13,19
img_15837,6,8
img_15838,5,4
img_15839,1,3
img_15840,1,2
img_15841,3,1
img_15842,1,0
img_15843,1,0
img_15844,0,0
img_15845,0,0
img_15846,1,0
img_15847,1,3
img_15848,1,0
img_15849,4,4
img_15850,0,0
img_15851,0,0
img_15852,8,4
img_15853,1,1
img_15854,2,6
img_15855,2,1
img_15856,4,3
img_15857,10,15
img_15858,8,5
img_15859,6,5
img_15860,7,10
img_15861,1,1
img_15862,1,1
img_15863,5,0
img_15864,2,2
img_15865,3,5
img_15866,1,1
img_15867,7,12
img_15868,1,2
img_15869,0,0
img_15870,5,5
img_15871,0,2
img_15872,2,2
img_15873,1,1
img_15874,0,2
img_15875,1,1
img_15876,4,2
img_15877,5,6
img_15878,0,0
img_15879,5,6
img_15880,1,1
img_15881,0,0
img_15882,10,7
img_15883,1,2
img_15884,1,1
img_15885,0,0
img_15886,0,0
img_15887,1,1
img_15888,1,0
img_15889,1,1
img_15890,4,5
img_15891,0,0
img_15892,1,2
img_15893,1,1
img_15894,0,0
img_15895,0,0
img_15896,1,2
img_15897,1,4
img_15898,3,3
img_15899,8,15
img_15900,3,3
img_15901,1,3
img_15902,11,11
img_15903,1,2
img_15904,0,1
img_15905,1,0
img_15906,0,0
img_15907,11,10
img_15908,2,4
img_15909,3,4
img_15910,6,6
img_15911,13,12
img_15912,4,4
img_15913,1,1
img_15914,3,2
img_15915,2,1
img_15916,0,0
img_15917,1,4
img_15918,6,1
img_15919,1,0
img_15920,5,3
img_15921,2,2
img_15922,0,0
img_15923,1,1
img_15924,1,2
img_15925,3,3
img_15926,4,4
img_15927,1,0
img_15928,0,0
img_15929,0,0
img_15930,3,2
img_15931,11,12
img_15932,1,1
img_15933,1,0
img_15934,0,0
img_15935,2,3
img_15936,1,1
img_15937,16,7
img_15938,1,0
img_15939,0,0
img_15940,2,4
img_15941,2,1
img_15942,1,1
img_15943,2,4
img_15944,14,7
img_15945,0,1
img_15946,1,0
img_15947,0,1
img_15948,2,2
img_15949,0,0
img_15950,1,0
img_15951,1,2
img_15952,2,0
img_15953,0,0
img_15954,1,4
img_15955,25,14
img_15956,1,1
img_15957,0,0
img_15958,5,2
img_15959,3,5
img_15960,32,27
img_15961,4,2
img_15962,0,0
img_15963,3,1
img_15964,12,3
img_15965,0,0
img_15966,0,1
img_15967,17,16
img_15968,0,0
img_15969,0,0
img_15970,0,1
img_15971,0,0
img_15972,2,2
img_15973,2,2
img_15974,0,0
img_15975,1,0
img_15976,0,1
img_15977,3,1
img_15978,0,2
img_15979,2,3
img_15980,1,0
img_15981,0,0
img_15982,1,1
img_15983,1,1
img_15984,1,1
img_15985,0,0
img_15986,0,0
img_15987,1,0
img_15988,0,1
img_15989,1,2
img_15990,0,2
img_15991,1,1
img_15992,2,2
img_15993,9,10
img_15994,2,0
img_15995,1,1
img_15996,1,2
img_15997,4,1
img_15998,0,0
img_15999,4,3
img_16000,1,1
img_16001,3,5
img_16002,2,0
img_16003,0,0
img_16004,2,0
img_16005,0,0
img_16006,4,10
img_16007,24,21
img_16008,3,2
img_16009,6,6
img_16010,0,0
img_16011,1,0
img_16012,1,2
img_16013,1,0
img_16014,11,8
img_16015,1,0
img_16016,51,26
img_16017,1,1
img_16018,1,0
img_16019,15,8
img_16020,0,0
img_16021,0,0
img_16022,28,14
img_16023,0,0
img_16024,3,0
img_16025,2,2
img_16026,6,7
img_16027,3,2
img_16028,4,5
img_16029,7,7
img_16030,2,4
img_16031,2,1
img_16032,1,0
img_16033,2,1
img_16034,4,3
img_16035,17,25
img_16036,2,2
img_16037,2,3
img_16038,1,0
img_16039,6,9
img_16040,1,2
img_16041,1,0
img_16042,2,2
img_16043,3,3
img_16044,0,0
img_16045,1,1
img_16046,0,0
img_16047,0,0
img_16048,6,4
img_16049,2,1
img_16050,1,0
img_16051,15,13
img_16052,0,0
img_16053,0,0
img_16054,6,4
img_16055,0,0
img_16056,0,0
img_16057,2,2
img_16058,4,6
img_16059,2,1
img_16060,10,14
img_16061,4,2
img_16062,1,0
img_16063,4,8
img_16064,5,2
img_16065,6,5
img_16066,6,4
img_16067,2,0
img_16068,1,2
img_16069,11,4
img_16070,0,2
img_16071,0,0
img_16072,0,0
img_16073,14,8
img_16074,3,2
img_16075,1,0
img_16076,4,5
img_16077,3,4
img_16078,1,1
img_16079,1,0
img_16080,10,13
img_16081,0,0
img_16082,2,2
img_16083,0,0
img_16084,1,1
img_16085,4,4
img_16086,1,2
img_16087,0,0
img_16088,0,0
img_16089,0,0
img_16090,1,2
img_16091,5,8
img_16092,0,1
img_16093,10,14
img_16094,1,1
img_16095,0,0
img_16096,2,2
img_16097,2,2
img_16098,13,5
img_16099,0,0
img_16100,0,0
img_16101,2,2
img_16102,0,0
img_16103,0,0
img_16104,4,4
img_16105,2,1
img_16106,10,8
img_16107,4,7
img_16108,0,0
img_16109,1,1
img_16110,2,4
img_16111,2,2
img_16112,7,10
img_16113,1,0
img_16114,1,0
img_16115,9,6
img_16116,1,0
img_16117,2,3
img_16118,1,1
img_16119,1,1
img_16120,3,3
img_16121,1,0
img_16122,1,4
img_16123,1,0
img_16124,1,1
img_16125,3,1
img_16126,1,5
img_16127,1,0
img_16128,1,1
img_16129,5,6
img_16130,3,4
img_16131,1,0
img_16132,2,4
img_16133,20,18
img_16134,2,1
img_16135,2,4
img_16136,4,5
img_16137,3,3
img_16138,0,0
img_16139,1,1
img_16140,2,3
img_16141,1,0
img_16142,0,1
img_16143,4,5
img_16144,5,1
img_16145,1,0
img_16146,5,6
img_16147,3,1
img_16148,22,19
img_16149,7,9
img_16150,1,1
img_16151,2,4
img_16152,1,1
img_16153,0,0
img_16154,1,0
img_16155,10,3
img_16156,1,1
img_16157,3,2
img_16158,3,1
img_16159,1,1
img_16160,1,1
img_16161,2,0
img_16162,4,4
img_16163,5,2
img_16164,1,0
img_16165,1,1
img_16166,1,1
img_16167,1,1
img_16168,1,1
img_16169,0,0
img_16170,2,2
img_16171,0,0
img_16172,2,2
img_16173,5,8
img_16174,5,4
img_16175,1,1
img_16176,5,4
img_16177,2,0
img_16178,1,2
img_16179,1,0
img_16180,2,1
img_16181,0,0
img_16182,1,0
img_16183,3,0
img_16184,1,1
img_16185,0,0
img_16186,11,11
img_16187,1,1
img_16188,2,1
img_16189,1,0
img_16190,0,0
img_16191,1,1
img_16192,4,3
img_16193,2,0
img_16194,22,15
img_16195,5,4
img_16196,2,1
img_16197,0,0
img_16198,18,22
img_16199,3,3
img_16200,7,9
img_16201,1,1
img_16202,0,0
img_16203,3,3
img_16204,3,2
img_16205,11,17
img_16206,1,1
img_16207,0,0
img_16208,1,0
img_16209,10,11
img_16210,0,0
img_16211,14,11
img_16212,0,0
img_16213,1,1
img_16214,0,0
img_16215,1,2
img_16216,3,3
img_16217,1,2
img_16218,0,0
img_16219,1,1
img_16220,1,1
img_16221,1,1
img_16222,1,0
img_16223,1,4
img_16224,18,12
img_16225,1,0
img_16226,1,1
img_16227,0,0
img_16228,1,2
img_16229,1,1
img_16230,0,0
img_16231,6,5
img_16232,1,0
img_16233,5,5
img_16234,1,0
img_16235,1,3
img_16236,3,1
img_16237,1,0
img_16238,1,1
img_16239,1,0
img_16240,2,1
img_16241,0,0
img_16242,3,4
img_16243,1,0
img_16244,2,2
img_16245,10,11
img_16246,0,0
img_16247,8,1
img_16248,1,2
img_16249,2,2
img_16250,0,0
img_16251,5,1
img_16252,2,1
img_16253,3,3
img_16254,0,0
img_16255,1,0
img_16256,1,1
img_16257,0,0
img_16258,1,2
img_16259,2,0
img_16260,1,0
img_16261,2,2
img_16262,2,1
img_16263,0,0
img_16264,4,0
img_16265,1,0
img_16266,1,1
img_16267,3,4
img_16268,1,0
img_16269,6,3
img_16270,2,2
img_16271,4,0
img_16272,1,1
img_16273,3,4
img_16274,4,9
img_16275,1,2
img_16276,0,0
img_16277,2,0
img_16278,8,6
img_16279,0,0
img_16280,3,3
img_16281,4,6
img_16282,1,0
img_16283,3,5
img_16284,4,2
img_16285,1,1
img_16286,9,4
img_16287,2,1
img_16288,1,0
img_16289,0,2
img_16290,0,0
img_16291,5,9
img_16292,4,2
img_16293,1,1
img_16294,6,10
img_16295,10,9
img_16296,0,0
img_16297,47,14
img_16298,4,2
img_16299,9,3
img_16300,3,2
img_16301,13,8
img_16302,1,1
img_16303,0,0
img_16304,1,1
img_16305,0,0
img_16306,1,2
img_16307,10,11
img_16308,7,13
img_16309,2,4
img_16310,1,0
img_16311,0,0
img_16312,1,1
img_16313,1,1
img_16314,9,7
img_16315,1,1
img_16316,1,1
img_16317,1,1
img_16318,0,0
img_16319,12,6
img_16320,2,1
img_16321,0,0
img_16322,1,1
img_16323,4,2
img_16324,3,4
img_16325,1,2
img_16326,1,1
img_16327,3,2
img_16328,20,19
img_16329,4,1
img_16330,12,4
img_16331,0,0
img_16332,2,0
img_16333,0,0
img_16334,3,6
img_16335,2,2
img_16336,1,1
img_16337,0,0
img_16338,1,1
img_16339,1,0
img_16340,6,7
img_16341,1,2
img_16342,0,0
img_16343,1,0
img_16344,5,7
img_16345,0,0
img_16346,4,5
img_16347,2,3
img_16348,5,0
img_16349,1,0
img_16350,0,0
img_16351,5,4
img_16352,1,1
img_16353,1,0
img_16354,4,1
img_16355,2,2
img_16356,1,1
img_16357,2,1
img_16358,3,0
img_16359,5,3
img_16360,2,1
img_16361,1,1
img_16362,2,1
img_16363,0,0
img_16364,1,0
img_16365,0,0
img_16366,0,0
img_16367,2,1
img_16368,1,0
img_16369,1,1
img_16370,15,9
img_16371,1,0
img_16372,0,0
img_16373,6,5
img_16374,1,1
img_16375,6,1
img_16376,0,0
img_16377,1,0
img_16378,7,10
img_16379,1,1
img_16380,32,21
img_16381,0,0
img_16382,0,0
img_16383,0,0
img_16384,1,3
img_16385,1,2
img_16386,3,6
img_16387,0,0
img_16388,2,0
img_16389,9,9
img_16390,0,0
img_16391,6,8
img_16392,2,4
img_16393,1,0
img_16394,0,0
img_16395,0,0
img_16396,3,3
img_16397,8,12
img_16398,0,0
img_16399,6,6
img_16400,0,0
img_16401,1,3
img_16402,1,0
img_16403,12,10
img_16404,1,4
img_16405,13,17
img_16406,1,1
img_16407,1,1
img_16408,3,0
img_16409,3,3
img_16410,2,2
img_16411,19,18
img_16412,1,1
img_16413,6,6
img_16414,4,3
img_16415,2,1
img_16416,4,1
img_16417,4,5
img_16418,8,11
img_16419,0,0
img_16420,0,0
img_16421,0,0
img_16422,5,6
img_16423,1,0
